[pid=21800] - [2026-08-13 15:51:35,054] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=13244] - [2026-08-13 15:57:32,881] - [core.utils.ticket_generator] - [INFO] - [Executing TicketGenerator.generate_ticket_id for WH: RNO]
[pid=13244] - [2026-08-13 15:57:32,882] - [core.utils.ticket_generator] - [INFO] - [Generated ticket ID: RNO-20260813-014]
[pid=24916] - [2026-08-13 15:57:37,977] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=24916] - [2026-08-13 15:57:38,704] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=24916] - [2026-08-13 15:57:38,706] - [core.apis.routes.arrival_router] - [INFO] - [Calling POST /arrivals endpoint]
[pid=24916] - [2026-08-13 15:57:38,706] - [core.services.audit_service] - [INFO] - [Executing AuditService.__init__]
[pid=24916] - [2026-08-13 15:57:38,706] - [core.controllers.arrival_controller] - [INFO] - [Executing ArrivalController.process_arrival]
[pid=24916] - [2026-08-13 15:57:38,706] - [core.utils.ticket_generator] - [INFO] - [Executing TicketGenerator.generate_ticket_id for WH: RNO]
[pid=24916] - [2026-08-13 15:57:38,710] - [core.database.database] - [INFO] - [Executing MongoDatabase function]
[pid=24916] - [2026-08-13 15:57:38,710] - [core.database.database] - [INFO] - [Executing _MongoClientSingleton.__new__ | DB: whitfield_wms]
[pid=24916] - [2026-08-13 15:57:38,721] - [core.database.database] - [INFO] - [MongoDB singleton initialized successfully | URI: mongodb://localhost:27017]
[pid=24916] - [2026-08-13 15:57:38,820] - [core.utils.ticket_generator] - [INFO] - [Generated ticket ID: RNO-20260813-001]
